jis_mesh,unified_genre,restaurant_count,lat,lng,google_avg_rating,google_total_reviews,google_match_count,mesh_code,population,pop_working,pop_adult,pop_elderly,households,single_households,young_single,genre_diversity,genre_hhi,other_genre_count,commercial_density_rank,genre_share,neighbor_avg_restaurants,neighbor_avg_population,working_ratio,elderly_ratio,single_ratio,young_single_ratio,saturation_index,genre_saturation,nearest_station_distance,nearest_station_name,nearest_station_passengers,station_accessibility,land_price,reviews_per_shop,google_place_count,google_density,demand_score,competitor_density,opportunity_score,reason,predicted_log_count,actual_log_count,market_gap,predicted_count,gap_count,gap_std,gap_ci_lower,gap_ci_upper,gap_reliability
5235033942,cafe,2,34.697241994500004,135.499578638,3.8,168.0,2,5235033942,445.2857142857143,292.2857142857143,366.57142857142856,80.42857142857143,289.2857142857143,187.42857142857144,27.428571428571427,8,0.260705017301038,270,0.999805900621118,0.0073529411764705,63.875,365.6428571428571,0.6549295774647887,0.1802176696542893,0.6456692913385826,0.0944881889763779,2487.824141108332,18.428326971172837,0.2615272640795031,北新地,74754.0,206772.7870824174,1780000.0,84.0,16,147.42661576938266,0.10074337427278604,18.428326971172833,1.0,カフェの競合が少ない（2店舗）。商圏人口445人。飽和度が高い。北新地駅から262m（駅近）,1.393914512364836,1.0986122886681098,0.2953022236967262,3.030597033937304,1.0305970339373038,0.11679851491308349,0.06637713446708257,0.5242273129263698,high
5235033942,ramen,2,34.6968513028,135.49778575285,4.4,180.0,2,5235033942,445.2857142857143,292.2857142857143,366.57142857142856,80.42857142857143,289.2857142857143,187.42857142857144,27.428571428571427,8,0.260705017301038,270,0.999805900621118,0.0073529411764705,63.875,365.6428571428571,0.6549295774647887,0.1802176696542893,0.6456692913385826,0.0944881889763779,2487.824141108332,18.428326971172837,0.1773496413199778,北新地,74754.0,269529.8239587641,1780000.0,90.0,16,147.42661576938266,0.10074337427278604,18.428326971172833,0.9645246569623614,ラーメンの競合が少ない（2店舗）。商圏人口445人。飽和度が高い。北新地駅から177m（駅近）,0.9725157648443539,1.0986122886681098,-0.1260965238237559,1.6445892621623854,-0.35541073783761457,0.16699289434173126,-0.45340259673354916,0.20120954908603733,low
5235044013,ramen,2,34.70306997265,135.50082791345,3.85,1458.0,2,5235044013,1059.0,691.2142857142857,853.5,186.7142857142857,680.7142857142857,461.3571428571428,91.85714285714286,8,0.2857495939552291,236,0.9976708074534162,0.0084033613445378,77.25,732.65625,0.6520889487870619,0.1761455525606469,0.6767602682313496,0.1347443419949706,1389.0523837551502,11.771630370806356,0.2494481704607401,東梅田,140272.0,401410.0283170872,2650000.0,729.0,6,35.31489111241907,0.23959276018099548,11.771630370806356,0.9127611337055476,"ラーメンの競合が少ない（2店舗）。商圏人口1,059人。飽和度が高い。東梅田駅から249m（駅近）",1.2602471002621063,1.0986122886681098,0.1616348115939965,2.5262927275763545,0.5262927275763545,0.11831847230629505,-0.07026939412634178,0.3935390173143348,medium
5235033944,cafe,1,34.6996172674,135.4990270777,3.9,272.0,1,5235033944,445.2857142857143,292.2857142857143,366.57142857142856,80.42857142857143,289.2857142857143,187.42857142857144,27.428571428571427,7,0.3114177633331557,136,0.9860248447204968,0.0072992700729927,113.25,408.13392857142856,0.6549295774647887,0.1802176696542893,0.6456692913385826,0.0944881889763779,1253.1262340397527,9.214163485586417,0.1684770745364944,東梅田,140272.0,522472.9159544408,0.0,272.0,7,64.49914439910492,0.10074337427278604,9.214163485586417,0.8897388452439157,カフェの競合がほぼなし（1店舗）。商圏人口445人。飽和度が高い。東梅田駅から168m（駅近）,1.7831751973960945,0.6931471805599453,1.0900280168361491,4.948714806959496,3.9487148069594964,0.20943886350406116,0.6795278443681894,1.500528189304109,high
5235044013,chinese,3,34.703369420966666,135.50245998243335,3.366666666666667,1009.0,3,5235044013,1059.0,691.2142857142857,853.5,186.7142857142857,680.7142857142857,461.3571428571428,91.85714285714286,8,0.2857495939552291,235,0.9972826086956522,0.0126050420168067,77.25,732.65625,0.6520889487870619,0.1761455525606469,0.6767602682313496,0.1347443419949706,1383.166568569747,17.657445556209534,0.3629478701559571,東梅田,140272.0,302997.39785549813,2650000.0,336.3333333333333,6,35.31489111241907,0.23959276018099548,17.657445556209534,0.8684466319385394,"中華の競合が少ない（3店舗）。商圏人口1,059人。飽和度が高い。東梅田駅から363m（徒歩圏）",1.3153275003755733,1.3862943611198906,-0.07096686074431724,2.725971042371481,-0.2740289576285191,0.11428436480022668,-0.29496421575276155,0.15303049426412704,low
5235040031,chinese,1,34.6718038321,135.5021630269,4.7,697.0,1,5235040031,64.0,31.0,62.0,31.0,35.0,20.0,1.0,8,0.2873519778281683,125,0.9809782608695652,0.0079365079365079,116.125,315.125,0.4769230769230769,0.4769230769230769,0.5555555555555556,0.0277777777777777,1775.5681818181818,14.204545454545451,0.394152472206653,心斎橋,114695.0,232104.47473393372,15400000.0,697.0,5,71.02272727272727,0.014479638009049774,14.204545454545453,0.8646262151148347,中華の競合がほぼなし（1店舗）。商圏人口64人。飽和度が高い。心斎橋駅から394m（徒歩圏）,1.4462477931028792,0.6931471805599453,0.7531006125429339,3.247148400297271,2.247148400297271,0.1845743085129865,0.3913349678574804,1.1148662572283874,high
5235043033,chinese,1,34.6988721319,135.5015093855,4.4,102.0,1,5235043033,280.0,196.0,220.0,26.0,214.0,170.0,19.0,7,0.2681700660729675,117,0.9755434782608696,0.0084745762711864,100.375,455.41517857142856,0.697508896797153,0.092526690391459,0.7906976744186046,0.0883720930232558,1271.7391304347827,10.869565217391305,0.2920454383084217,東梅田,140272.0,357795.2611953315,0.0,102.0,2,21.73913043478261,0.06334841628959276,10.869565217391305,0.8535878234105473,中華の競合がほぼなし（1店舗）。商圏人口280人。飽和度が高い。東梅田駅から292m（駅近）,1.6530269643060782,0.6931471805599453,0.9598797837461329,4.222765047856278,3.222765047856278,0.2234922708248221,0.5218349329294816,1.3979246345627843,high
5235033943,yakiniku,1,34.6979779371,135.4959221279,4.2,82.0,1,5235033943,445.2857142857143,292.2857142857143,366.57142857142856,80.42857142857143,289.2857142857143,187.42857142857144,27.428571428571427,7,0.2818167962200884,80,0.9475931677018632,0.0123456790123456,74.625,469.8883928571428,0.6549295774647887,0.1802176696542893,0.6456692913385826,0.0944881889763779,737.1330788469133,9.214163485586417,0.1089904701219283,北新地,74754.0,357690.9509624402,0.0,82.0,11,101.35579834145058,0.10074337427278604,9.214163485586417,0.8459534024482586,焼肉の競合がほぼなし（1店舗）。商圏人口445人。飽和度が高い。北新地駅から109m（駅近）,2.303472134804402,0.6931471805599453,1.6103249542444567,9.008874353482959,8.008874353482959,0.3584681724254967,0.9077273362904831,2.3129225721984303,high
5135749234,washoku,1,34.6650480205,135.5298872171,4.2,99.0,1,5135749234,1047.0,659.0,838.0,201.0,713.0,529.0,137.0,7,0.4316320100819156,68,0.937694099378882,0.0144927536231884,11.25,879.25,0.6288167938931297,0.191793893129771,0.7408963585434174,0.1918767507002801,403.08239478363953,5.927682276229993,0.0328944183796698,鶴橋,146012.0,1098706.7913029585,0.0,99.0,26,154.11973918197984,0.23687782805429863,5.927682276229993,0.8447092182892277,"和食の競合がほぼなし（1店舗）。商圏人口1,047人。飽和度が高い。鶴橋駅から33m（駅近）",1.9456335975920143,0.6931471805599453,1.252486417032069,5.998064407414724,4.998064407414724,0.2820865598635686,0.6995967596994747,1.8053760743646636,high
5235040033,ramen,1,34.6738482938,135.5009427865,4.3,236.0,1,5235040033,70.0,35.0,66.0,33.0,42.0,23.0,1.0,8,0.1999331699710403,133,0.984472049689441,0.0074626865671641,69.625,362.375,0.4929577464788732,0.4647887323943662,0.5348837209302325,0.0232558139534883,1873.2394366197184,14.08450704225352,0.1410108701634107,心斎橋,114695.0,475891.3982686101,2500000.0,236.0,4,56.33802816901408,0.01583710407239819,14.08450704225352,0.8434744785783982,ラーメンの競合がほぼなし（1店舗）。商圏人口70人。飽和度が高い。心斎橋駅から141m（駅近）,1.3987039098202403,0.6931471805599453,0.705556729260295,3.0499474665829736,2.0499474665829736,0.16208720258673256,0.3878658121902992,1.0232476463302909,high
